,X,Y_True
1132,Original_Tiles_Resized 654.png,Layer_Labeled_Resized 654.npy
1133,Original_Tiles_Resized 655.png,Layer_Labeled_Resized 655.npy
1134,Original_Tiles_Resized 656.png,Layer_Labeled_Resized 656.npy
1135,Original_Tiles_Resized 657.png,Layer_Labeled_Resized 657.npy
1136,Original_Tiles_Resized 658.png,Layer_Labeled_Resized 658.npy
1137,Original_Tiles_Resized 659.png,Layer_Labeled_Resized 659.npy
1138,Original_Tiles_Resized 66.png,Layer_Labeled_Resized 66.npy
1139,Original_Tiles_Resized 660.png,Layer_Labeled_Resized 660.npy
1140,Original_Tiles_Resized 661.png,Layer_Labeled_Resized 661.npy
1141,Original_Tiles_Resized 662.png,Layer_Labeled_Resized 662.npy
1142,Original_Tiles_Resized 663.png,Layer_Labeled_Resized 663.npy
1143,Original_Tiles_Resized 664.png,Layer_Labeled_Resized 664.npy
1144,Original_Tiles_Resized 665.png,Layer_Labeled_Resized 665.npy
1145,Original_Tiles_Resized 666.png,Layer_Labeled_Resized 666.npy
1146,Original_Tiles_Resized 667.png,Layer_Labeled_Resized 667.npy
1147,Original_Tiles_Resized 668.png,Layer_Labeled_Resized 668.npy
1148,Original_Tiles_Resized 669.png,Layer_Labeled_Resized 669.npy
1149,Original_Tiles_Resized 67.png,Layer_Labeled_Resized 67.npy
1150,Original_Tiles_Resized 670.png,Layer_Labeled_Resized 670.npy
1151,Original_Tiles_Resized 671.png,Layer_Labeled_Resized 671.npy
1152,Original_Tiles_Resized 672.png,Layer_Labeled_Resized 672.npy
1153,Original_Tiles_Resized 673.png,Layer_Labeled_Resized 673.npy
1154,Original_Tiles_Resized 674.png,Layer_Labeled_Resized 674.npy
1155,Original_Tiles_Resized 675.png,Layer_Labeled_Resized 675.npy
1156,Original_Tiles_Resized 676.png,Layer_Labeled_Resized 676.npy
1157,Original_Tiles_Resized 677.png,Layer_Labeled_Resized 677.npy
1158,Original_Tiles_Resized 678.png,Layer_Labeled_Resized 678.npy
1159,Original_Tiles_Resized 679.png,Layer_Labeled_Resized 679.npy
1160,Original_Tiles_Resized 68.png,Layer_Labeled_Resized 68.npy
1161,Original_Tiles_Resized 680.png,Layer_Labeled_Resized 680.npy
1162,Original_Tiles_Resized 681.png,Layer_Labeled_Resized 681.npy
1163,Original_Tiles_Resized 682.png,Layer_Labeled_Resized 682.npy
1164,Original_Tiles_Resized 683.png,Layer_Labeled_Resized 683.npy
1165,Original_Tiles_Resized 684.png,Layer_Labeled_Resized 684.npy
1166,Original_Tiles_Resized 685.png,Layer_Labeled_Resized 685.npy
1167,Original_Tiles_Resized 686.png,Layer_Labeled_Resized 686.npy
1168,Original_Tiles_Resized 687.png,Layer_Labeled_Resized 687.npy
1169,Original_Tiles_Resized 688.png,Layer_Labeled_Resized 688.npy
1170,Original_Tiles_Resized 689.png,Layer_Labeled_Resized 689.npy
1171,Original_Tiles_Resized 69.png,Layer_Labeled_Resized 69.npy
1172,Original_Tiles_Resized 690.png,Layer_Labeled_Resized 690.npy
1173,Original_Tiles_Resized 691.png,Layer_Labeled_Resized 691.npy
1174,Original_Tiles_Resized 692.png,Layer_Labeled_Resized 692.npy
1175,Original_Tiles_Resized 693.png,Layer_Labeled_Resized 693.npy
1176,Original_Tiles_Resized 694.png,Layer_Labeled_Resized 694.npy
1177,Original_Tiles_Resized 695.png,Layer_Labeled_Resized 695.npy
1178,Original_Tiles_Resized 696.png,Layer_Labeled_Resized 696.npy
1179,Original_Tiles_Resized 697.png,Layer_Labeled_Resized 697.npy
1180,Original_Tiles_Resized 698.png,Layer_Labeled_Resized 698.npy
1181,Original_Tiles_Resized 699.png,Layer_Labeled_Resized 699.npy
1182,Original_Tiles_Resized 7.png,Layer_Labeled_Resized 7.npy
1183,Original_Tiles_Resized 70.png,Layer_Labeled_Resized 70.npy
1184,Original_Tiles_Resized 700.png,Layer_Labeled_Resized 700.npy
1185,Original_Tiles_Resized 701.png,Layer_Labeled_Resized 701.npy
1186,Original_Tiles_Resized 702.png,Layer_Labeled_Resized 702.npy
1187,Original_Tiles_Resized 703.png,Layer_Labeled_Resized 703.npy
1188,Original_Tiles_Resized 704.png,Layer_Labeled_Resized 704.npy
1189,Original_Tiles_Resized 705.png,Layer_Labeled_Resized 705.npy
1190,Original_Tiles_Resized 706.png,Layer_Labeled_Resized 706.npy
1191,Original_Tiles_Resized 707.png,Layer_Labeled_Resized 707.npy
1192,Original_Tiles_Resized 708.png,Layer_Labeled_Resized 708.npy
1193,Original_Tiles_Resized 709.png,Layer_Labeled_Resized 709.npy
1194,Original_Tiles_Resized 71.png,Layer_Labeled_Resized 71.npy
1195,Original_Tiles_Resized 710.png,Layer_Labeled_Resized 710.npy
1196,Original_Tiles_Resized 711.png,Layer_Labeled_Resized 711.npy
1197,Original_Tiles_Resized 712.png,Layer_Labeled_Resized 712.npy
1198,Original_Tiles_Resized 713.png,Layer_Labeled_Resized 713.npy
1199,Original_Tiles_Resized 714.png,Layer_Labeled_Resized 714.npy
1200,Original_Tiles_Resized 715.png,Layer_Labeled_Resized 715.npy
1201,Original_Tiles_Resized 716.png,Layer_Labeled_Resized 716.npy
1202,Original_Tiles_Resized 717.png,Layer_Labeled_Resized 717.npy
1203,Original_Tiles_Resized 718.png,Layer_Labeled_Resized 718.npy
1204,Original_Tiles_Resized 719.png,Layer_Labeled_Resized 719.npy
1205,Original_Tiles_Resized 72.png,Layer_Labeled_Resized 72.npy
1206,Original_Tiles_Resized 720.png,Layer_Labeled_Resized 720.npy
1207,Original_Tiles_Resized 721.png,Layer_Labeled_Resized 721.npy
1208,Original_Tiles_Resized 722.png,Layer_Labeled_Resized 722.npy
1209,Original_Tiles_Resized 723.png,Layer_Labeled_Resized 723.npy
1210,Original_Tiles_Resized 724.png,Layer_Labeled_Resized 724.npy
1211,Original_Tiles_Resized 725.png,Layer_Labeled_Resized 725.npy
1212,Original_Tiles_Resized 726.png,Layer_Labeled_Resized 726.npy
1213,Original_Tiles_Resized 727.png,Layer_Labeled_Resized 727.npy
1214,Original_Tiles_Resized 728.png,Layer_Labeled_Resized 728.npy
1215,Original_Tiles_Resized 729.png,Layer_Labeled_Resized 729.npy
1216,Original_Tiles_Resized 73.png,Layer_Labeled_Resized 73.npy
1217,Original_Tiles_Resized 730.png,Layer_Labeled_Resized 730.npy
1218,Original_Tiles_Resized 731.png,Layer_Labeled_Resized 731.npy
1219,Original_Tiles_Resized 732.png,Layer_Labeled_Resized 732.npy
1220,Original_Tiles_Resized 733.png,Layer_Labeled_Resized 733.npy
1221,Original_Tiles_Resized 734.png,Layer_Labeled_Resized 734.npy
1222,Original_Tiles_Resized 735.png,Layer_Labeled_Resized 735.npy
1223,Original_Tiles_Resized 736.png,Layer_Labeled_Resized 736.npy
1224,Original_Tiles_Resized 737.png,Layer_Labeled_Resized 737.npy
1225,Original_Tiles_Resized 738.png,Layer_Labeled_Resized 738.npy
1226,Original_Tiles_Resized 739.png,Layer_Labeled_Resized 739.npy
1227,Original_Tiles_Resized 74.png,Layer_Labeled_Resized 74.npy
1228,Original_Tiles_Resized 740.png,Layer_Labeled_Resized 740.npy
1229,Original_Tiles_Resized 741.png,Layer_Labeled_Resized 741.npy
1230,Original_Tiles_Resized 742.png,Layer_Labeled_Resized 742.npy
1231,Original_Tiles_Resized 743.png,Layer_Labeled_Resized 743.npy
1232,Original_Tiles_Resized 744.png,Layer_Labeled_Resized 744.npy
1233,Original_Tiles_Resized 745.png,Layer_Labeled_Resized 745.npy
1234,Original_Tiles_Resized 746.png,Layer_Labeled_Resized 746.npy
1235,Original_Tiles_Resized 747.png,Layer_Labeled_Resized 747.npy
1236,Original_Tiles_Resized 748.png,Layer_Labeled_Resized 748.npy
1237,Original_Tiles_Resized 749.png,Layer_Labeled_Resized 749.npy
1238,Original_Tiles_Resized 75.png,Layer_Labeled_Resized 75.npy
1239,Original_Tiles_Resized 750.png,Layer_Labeled_Resized 750.npy
1240,Original_Tiles_Resized 751.png,Layer_Labeled_Resized 751.npy
1241,Original_Tiles_Resized 752.png,Layer_Labeled_Resized 752.npy
1242,Original_Tiles_Resized 753.png,Layer_Labeled_Resized 753.npy
1243,Original_Tiles_Resized 754.png,Layer_Labeled_Resized 754.npy
1244,Original_Tiles_Resized 755.png,Layer_Labeled_Resized 755.npy
1245,Original_Tiles_Resized 756.png,Layer_Labeled_Resized 756.npy
1246,Original_Tiles_Resized 757.png,Layer_Labeled_Resized 757.npy
1247,Original_Tiles_Resized 758.png,Layer_Labeled_Resized 758.npy
1248,Original_Tiles_Resized 759.png,Layer_Labeled_Resized 759.npy
1249,Original_Tiles_Resized 76.png,Layer_Labeled_Resized 76.npy
1250,Original_Tiles_Resized 760.png,Layer_Labeled_Resized 760.npy
1251,Original_Tiles_Resized 761.png,Layer_Labeled_Resized 761.npy
1252,Original_Tiles_Resized 762.png,Layer_Labeled_Resized 762.npy
1253,Original_Tiles_Resized 763.png,Layer_Labeled_Resized 763.npy
1254,Original_Tiles_Resized 764.png,Layer_Labeled_Resized 764.npy
1255,Original_Tiles_Resized 765.png,Layer_Labeled_Resized 765.npy
1256,Original_Tiles_Resized 766.png,Layer_Labeled_Resized 766.npy
1257,Original_Tiles_Resized 767.png,Layer_Labeled_Resized 767.npy
1258,Original_Tiles_Resized 768.png,Layer_Labeled_Resized 768.npy
1259,Original_Tiles_Resized 769.png,Layer_Labeled_Resized 769.npy
1260,Original_Tiles_Resized 77.png,Layer_Labeled_Resized 77.npy
1261,Original_Tiles_Resized 770.png,Layer_Labeled_Resized 770.npy
1262,Original_Tiles_Resized 771.png,Layer_Labeled_Resized 771.npy
1263,Original_Tiles_Resized 772.png,Layer_Labeled_Resized 772.npy
1264,Original_Tiles_Resized 773.png,Layer_Labeled_Resized 773.npy
1265,Original_Tiles_Resized 774.png,Layer_Labeled_Resized 774.npy
1266,Original_Tiles_Resized 775.png,Layer_Labeled_Resized 775.npy
1267,Original_Tiles_Resized 776.png,Layer_Labeled_Resized 776.npy
1268,Original_Tiles_Resized 777.png,Layer_Labeled_Resized 777.npy
1269,Original_Tiles_Resized 778.png,Layer_Labeled_Resized 778.npy
1270,Original_Tiles_Resized 779.png,Layer_Labeled_Resized 779.npy
1271,Original_Tiles_Resized 78.png,Layer_Labeled_Resized 78.npy
1272,Original_Tiles_Resized 780.png,Layer_Labeled_Resized 780.npy
1273,Original_Tiles_Resized 781.png,Layer_Labeled_Resized 781.npy
1274,Original_Tiles_Resized 782.png,Layer_Labeled_Resized 782.npy
1275,Original_Tiles_Resized 783.png,Layer_Labeled_Resized 783.npy
1276,Original_Tiles_Resized 784.png,Layer_Labeled_Resized 784.npy
1277,Original_Tiles_Resized 785.png,Layer_Labeled_Resized 785.npy
1278,Original_Tiles_Resized 786.png,Layer_Labeled_Resized 786.npy
1279,Original_Tiles_Resized 787.png,Layer_Labeled_Resized 787.npy
1280,Original_Tiles_Resized 788.png,Layer_Labeled_Resized 788.npy
1281,Original_Tiles_Resized 789.png,Layer_Labeled_Resized 789.npy
1282,Original_Tiles_Resized 79.png,Layer_Labeled_Resized 79.npy
1283,Original_Tiles_Resized 790.png,Layer_Labeled_Resized 790.npy
1284,Original_Tiles_Resized 791.png,Layer_Labeled_Resized 791.npy
1285,Original_Tiles_Resized 792.png,Layer_Labeled_Resized 792.npy
1286,Original_Tiles_Resized 793.png,Layer_Labeled_Resized 793.npy
1287,Original_Tiles_Resized 794.png,Layer_Labeled_Resized 794.npy
1288,Original_Tiles_Resized 795.png,Layer_Labeled_Resized 795.npy
1289,Original_Tiles_Resized 796.png,Layer_Labeled_Resized 796.npy
1290,Original_Tiles_Resized 797.png,Layer_Labeled_Resized 797.npy
1291,Original_Tiles_Resized 798.png,Layer_Labeled_Resized 798.npy
1292,Original_Tiles_Resized 799.png,Layer_Labeled_Resized 799.npy
1293,Original_Tiles_Resized 8.png,Layer_Labeled_Resized 8.npy
1294,Original_Tiles_Resized 80.png,Layer_Labeled_Resized 80.npy
1295,Original_Tiles_Resized 800.png,Layer_Labeled_Resized 800.npy
1296,Original_Tiles_Resized 801.png,Layer_Labeled_Resized 801.npy
1297,Original_Tiles_Resized 802.png,Layer_Labeled_Resized 802.npy
1298,Original_Tiles_Resized 803.png,Layer_Labeled_Resized 803.npy
1299,Original_Tiles_Resized 804.png,Layer_Labeled_Resized 804.npy
1300,Original_Tiles_Resized 805.png,Layer_Labeled_Resized 805.npy
1301,Original_Tiles_Resized 806.png,Layer_Labeled_Resized 806.npy
1302,Original_Tiles_Resized 807.png,Layer_Labeled_Resized 807.npy
1303,Original_Tiles_Resized 808.png,Layer_Labeled_Resized 808.npy
1304,Original_Tiles_Resized 809.png,Layer_Labeled_Resized 809.npy
1305,Original_Tiles_Resized 81.png,Layer_Labeled_Resized 81.npy
1306,Original_Tiles_Resized 810.png,Layer_Labeled_Resized 810.npy
1307,Original_Tiles_Resized 811.png,Layer_Labeled_Resized 811.npy
1308,Original_Tiles_Resized 812.png,Layer_Labeled_Resized 812.npy
1309,Original_Tiles_Resized 813.png,Layer_Labeled_Resized 813.npy
1310,Original_Tiles_Resized 814.png,Layer_Labeled_Resized 814.npy
1311,Original_Tiles_Resized 815.png,Layer_Labeled_Resized 815.npy
1312,Original_Tiles_Resized 816.png,Layer_Labeled_Resized 816.npy
1313,Original_Tiles_Resized 817.png,Layer_Labeled_Resized 817.npy
1314,Original_Tiles_Resized 818.png,Layer_Labeled_Resized 818.npy
1315,Original_Tiles_Resized 819.png,Layer_Labeled_Resized 819.npy
1316,Original_Tiles_Resized 82.png,Layer_Labeled_Resized 82.npy
1317,Original_Tiles_Resized 820.png,Layer_Labeled_Resized 820.npy
1318,Original_Tiles_Resized 821.png,Layer_Labeled_Resized 821.npy
1319,Original_Tiles_Resized 822.png,Layer_Labeled_Resized 822.npy
1320,Original_Tiles_Resized 823.png,Layer_Labeled_Resized 823.npy
1321,Original_Tiles_Resized 824.png,Layer_Labeled_Resized 824.npy
1322,Original_Tiles_Resized 825.png,Layer_Labeled_Resized 825.npy
1323,Original_Tiles_Resized 826.png,Layer_Labeled_Resized 826.npy
1324,Original_Tiles_Resized 827.png,Layer_Labeled_Resized 827.npy
1325,Original_Tiles_Resized 828.png,Layer_Labeled_Resized 828.npy
1326,Original_Tiles_Resized 829.png,Layer_Labeled_Resized 829.npy
1327,Original_Tiles_Resized 83.png,Layer_Labeled_Resized 83.npy
1328,Original_Tiles_Resized 830.png,Layer_Labeled_Resized 830.npy
1329,Original_Tiles_Resized 831.png,Layer_Labeled_Resized 831.npy
1330,Original_Tiles_Resized 832.png,Layer_Labeled_Resized 832.npy
1331,Original_Tiles_Resized 833.png,Layer_Labeled_Resized 833.npy
1332,Original_Tiles_Resized 834.png,Layer_Labeled_Resized 834.npy
1333,Original_Tiles_Resized 835.png,Layer_Labeled_Resized 835.npy
1334,Original_Tiles_Resized 836.png,Layer_Labeled_Resized 836.npy
1335,Original_Tiles_Resized 837.png,Layer_Labeled_Resized 837.npy
1336,Original_Tiles_Resized 838.png,Layer_Labeled_Resized 838.npy
1337,Original_Tiles_Resized 839.png,Layer_Labeled_Resized 839.npy
1338,Original_Tiles_Resized 84.png,Layer_Labeled_Resized 84.npy
1339,Original_Tiles_Resized 840.png,Layer_Labeled_Resized 840.npy
1340,Original_Tiles_Resized 841.png,Layer_Labeled_Resized 841.npy
1341,Original_Tiles_Resized 842.png,Layer_Labeled_Resized 842.npy
1342,Original_Tiles_Resized 843.png,Layer_Labeled_Resized 843.npy
1343,Original_Tiles_Resized 844.png,Layer_Labeled_Resized 844.npy
1344,Original_Tiles_Resized 845.png,Layer_Labeled_Resized 845.npy
1345,Original_Tiles_Resized 846.png,Layer_Labeled_Resized 846.npy
1346,Original_Tiles_Resized 847.png,Layer_Labeled_Resized 847.npy
1347,Original_Tiles_Resized 848.png,Layer_Labeled_Resized 848.npy
1348,Original_Tiles_Resized 849.png,Layer_Labeled_Resized 849.npy
1349,Original_Tiles_Resized 85.png,Layer_Labeled_Resized 85.npy
1350,Original_Tiles_Resized 850.png,Layer_Labeled_Resized 850.npy
1351,Original_Tiles_Resized 851.png,Layer_Labeled_Resized 851.npy
1352,Original_Tiles_Resized 852.png,Layer_Labeled_Resized 852.npy
1353,Original_Tiles_Resized 853.png,Layer_Labeled_Resized 853.npy
1354,Original_Tiles_Resized 854.png,Layer_Labeled_Resized 854.npy
1355,Original_Tiles_Resized 855.png,Layer_Labeled_Resized 855.npy
1356,Original_Tiles_Resized 856.png,Layer_Labeled_Resized 856.npy
1357,Original_Tiles_Resized 857.png,Layer_Labeled_Resized 857.npy
1358,Original_Tiles_Resized 858.png,Layer_Labeled_Resized 858.npy
1359,Original_Tiles_Resized 859.png,Layer_Labeled_Resized 859.npy
1360,Original_Tiles_Resized 86.png,Layer_Labeled_Resized 86.npy
1361,Original_Tiles_Resized 860.png,Layer_Labeled_Resized 860.npy
1362,Original_Tiles_Resized 861.png,Layer_Labeled_Resized 861.npy
1363,Original_Tiles_Resized 862.png,Layer_Labeled_Resized 862.npy
1364,Original_Tiles_Resized 863.png,Layer_Labeled_Resized 863.npy
1365,Original_Tiles_Resized 864.png,Layer_Labeled_Resized 864.npy
1366,Original_Tiles_Resized 865.png,Layer_Labeled_Resized 865.npy
1367,Original_Tiles_Resized 866.png,Layer_Labeled_Resized 866.npy
1368,Original_Tiles_Resized 867.png,Layer_Labeled_Resized 867.npy
1369,Original_Tiles_Resized 868.png,Layer_Labeled_Resized 868.npy
1370,Original_Tiles_Resized 869.png,Layer_Labeled_Resized 869.npy
1371,Original_Tiles_Resized 87.png,Layer_Labeled_Resized 87.npy
1372,Original_Tiles_Resized 870.png,Layer_Labeled_Resized 870.npy
1373,Original_Tiles_Resized 871.png,Layer_Labeled_Resized 871.npy
1374,Original_Tiles_Resized 872.png,Layer_Labeled_Resized 872.npy
1375,Original_Tiles_Resized 873.png,Layer_Labeled_Resized 873.npy
1376,Original_Tiles_Resized 874.png,Layer_Labeled_Resized 874.npy
1377,Original_Tiles_Resized 875.png,Layer_Labeled_Resized 875.npy
1378,Original_Tiles_Resized 876.png,Layer_Labeled_Resized 876.npy
1379,Original_Tiles_Resized 877.png,Layer_Labeled_Resized 877.npy
1380,Original_Tiles_Resized 878.png,Layer_Labeled_Resized 878.npy
1381,Original_Tiles_Resized 879.png,Layer_Labeled_Resized 879.npy
1382,Original_Tiles_Resized 88.png,Layer_Labeled_Resized 88.npy
1383,Original_Tiles_Resized 880.png,Layer_Labeled_Resized 880.npy
1384,Original_Tiles_Resized 881.png,Layer_Labeled_Resized 881.npy
1385,Original_Tiles_Resized 882.png,Layer_Labeled_Resized 882.npy
1386,Original_Tiles_Resized 883.png,Layer_Labeled_Resized 883.npy
1387,Original_Tiles_Resized 884.png,Layer_Labeled_Resized 884.npy
1388,Original_Tiles_Resized 885.png,Layer_Labeled_Resized 885.npy
1389,Original_Tiles_Resized 886.png,Layer_Labeled_Resized 886.npy
1390,Original_Tiles_Resized 887.png,Layer_Labeled_Resized 887.npy
1391,Original_Tiles_Resized 888.png,Layer_Labeled_Resized 888.npy
1392,Original_Tiles_Resized 889.png,Layer_Labeled_Resized 889.npy
1393,Original_Tiles_Resized 89.png,Layer_Labeled_Resized 89.npy
1394,Original_Tiles_Resized 890.png,Layer_Labeled_Resized 890.npy
1395,Original_Tiles_Resized 891.png,Layer_Labeled_Resized 891.npy
1396,Original_Tiles_Resized 892.png,Layer_Labeled_Resized 892.npy
1397,Original_Tiles_Resized 893.png,Layer_Labeled_Resized 893.npy
1398,Original_Tiles_Resized 894.png,Layer_Labeled_Resized 894.npy
1399,Original_Tiles_Resized 895.png,Layer_Labeled_Resized 895.npy
1400,Original_Tiles_Resized 896.png,Layer_Labeled_Resized 896.npy
1401,Original_Tiles_Resized 897.png,Layer_Labeled_Resized 897.npy
1402,Original_Tiles_Resized 898.png,Layer_Labeled_Resized 898.npy
1403,Original_Tiles_Resized 899.png,Layer_Labeled_Resized 899.npy
1404,Original_Tiles_Resized 9.png,Layer_Labeled_Resized 9.npy
1405,Original_Tiles_Resized 90.png,Layer_Labeled_Resized 90.npy
1406,Original_Tiles_Resized 900.png,Layer_Labeled_Resized 900.npy
1407,Original_Tiles_Resized 901.png,Layer_Labeled_Resized 901.npy
1408,Original_Tiles_Resized 902.png,Layer_Labeled_Resized 902.npy
1409,Original_Tiles_Resized 903.png,Layer_Labeled_Resized 903.npy
1410,Original_Tiles_Resized 904.png,Layer_Labeled_Resized 904.npy
1411,Original_Tiles_Resized 905.png,Layer_Labeled_Resized 905.npy
1412,Original_Tiles_Resized 906.png,Layer_Labeled_Resized 906.npy
1413,Original_Tiles_Resized 907.png,Layer_Labeled_Resized 907.npy
1414,Original_Tiles_Resized 908.png,Layer_Labeled_Resized 908.npy
1415,Original_Tiles_Resized 909.png,Layer_Labeled_Resized 909.npy
1416,Original_Tiles_Resized 91.png,Layer_Labeled_Resized 91.npy
1417,Original_Tiles_Resized 910.png,Layer_Labeled_Resized 910.npy
1418,Original_Tiles_Resized 911.png,Layer_Labeled_Resized 911.npy
1419,Original_Tiles_Resized 912.png,Layer_Labeled_Resized 912.npy
1420,Original_Tiles_Resized 913.png,Layer_Labeled_Resized 913.npy
1421,Original_Tiles_Resized 914.png,Layer_Labeled_Resized 914.npy
1422,Original_Tiles_Resized 915.png,Layer_Labeled_Resized 915.npy
1423,Original_Tiles_Resized 916.png,Layer_Labeled_Resized 916.npy
1424,Original_Tiles_Resized 917.png,Layer_Labeled_Resized 917.npy
1425,Original_Tiles_Resized 918.png,Layer_Labeled_Resized 918.npy
1426,Original_Tiles_Resized 919.png,Layer_Labeled_Resized 919.npy
1427,Original_Tiles_Resized 92.png,Layer_Labeled_Resized 92.npy
1428,Original_Tiles_Resized 920.png,Layer_Labeled_Resized 920.npy
1429,Original_Tiles_Resized 921.png,Layer_Labeled_Resized 921.npy
1430,Original_Tiles_Resized 922.png,Layer_Labeled_Resized 922.npy
1431,Original_Tiles_Resized 923.png,Layer_Labeled_Resized 923.npy
1432,Original_Tiles_Resized 924.png,Layer_Labeled_Resized 924.npy
1433,Original_Tiles_Resized 925.png,Layer_Labeled_Resized 925.npy
1434,Original_Tiles_Resized 926.png,Layer_Labeled_Resized 926.npy
1435,Original_Tiles_Resized 927.png,Layer_Labeled_Resized 927.npy
1436,Original_Tiles_Resized 928.png,Layer_Labeled_Resized 928.npy
1437,Original_Tiles_Resized 929.png,Layer_Labeled_Resized 929.npy
1438,Original_Tiles_Resized 93.png,Layer_Labeled_Resized 93.npy
1439,Original_Tiles_Resized 930.png,Layer_Labeled_Resized 930.npy
1440,Original_Tiles_Resized 931.png,Layer_Labeled_Resized 931.npy
1441,Original_Tiles_Resized 932.png,Layer_Labeled_Resized 932.npy
1442,Original_Tiles_Resized 933.png,Layer_Labeled_Resized 933.npy
1443,Original_Tiles_Resized 934.png,Layer_Labeled_Resized 934.npy
1444,Original_Tiles_Resized 935.png,Layer_Labeled_Resized 935.npy
1445,Original_Tiles_Resized 936.png,Layer_Labeled_Resized 936.npy
1446,Original_Tiles_Resized 937.png,Layer_Labeled_Resized 937.npy
1447,Original_Tiles_Resized 938.png,Layer_Labeled_Resized 938.npy
1448,Original_Tiles_Resized 939.png,Layer_Labeled_Resized 939.npy
1449,Original_Tiles_Resized 94.png,Layer_Labeled_Resized 94.npy
1450,Original_Tiles_Resized 940.png,Layer_Labeled_Resized 940.npy
1451,Original_Tiles_Resized 941.png,Layer_Labeled_Resized 941.npy
1452,Original_Tiles_Resized 942.png,Layer_Labeled_Resized 942.npy
1453,Original_Tiles_Resized 943.png,Layer_Labeled_Resized 943.npy
1454,Original_Tiles_Resized 944.png,Layer_Labeled_Resized 944.npy
1455,Original_Tiles_Resized 945.png,Layer_Labeled_Resized 945.npy
1456,Original_Tiles_Resized 946.png,Layer_Labeled_Resized 946.npy
1457,Original_Tiles_Resized 947.png,Layer_Labeled_Resized 947.npy
1458,Original_Tiles_Resized 948.png,Layer_Labeled_Resized 948.npy
1459,Original_Tiles_Resized 949.png,Layer_Labeled_Resized 949.npy
1460,Original_Tiles_Resized 95.png,Layer_Labeled_Resized 95.npy
1461,Original_Tiles_Resized 950.png,Layer_Labeled_Resized 950.npy
1462,Original_Tiles_Resized 951.png,Layer_Labeled_Resized 951.npy
1463,Original_Tiles_Resized 952.png,Layer_Labeled_Resized 952.npy
1464,Original_Tiles_Resized 953.png,Layer_Labeled_Resized 953.npy
1465,Original_Tiles_Resized 954.png,Layer_Labeled_Resized 954.npy
1466,Original_Tiles_Resized 955.png,Layer_Labeled_Resized 955.npy
1467,Original_Tiles_Resized 956.png,Layer_Labeled_Resized 956.npy
1468,Original_Tiles_Resized 957.png,Layer_Labeled_Resized 957.npy
1469,Original_Tiles_Resized 958.png,Layer_Labeled_Resized 958.npy
1470,Original_Tiles_Resized 959.png,Layer_Labeled_Resized 959.npy
1471,Original_Tiles_Resized 96.png,Layer_Labeled_Resized 96.npy
1472,Original_Tiles_Resized 960.png,Layer_Labeled_Resized 960.npy
1473,Original_Tiles_Resized 961.png,Layer_Labeled_Resized 961.npy
1474,Original_Tiles_Resized 962.png,Layer_Labeled_Resized 962.npy
1475,Original_Tiles_Resized 963.png,Layer_Labeled_Resized 963.npy
1476,Original_Tiles_Resized 964.png,Layer_Labeled_Resized 964.npy
1477,Original_Tiles_Resized 965.png,Layer_Labeled_Resized 965.npy
1478,Original_Tiles_Resized 966.png,Layer_Labeled_Resized 966.npy
1479,Original_Tiles_Resized 967.png,Layer_Labeled_Resized 967.npy
1480,Original_Tiles_Resized 968.png,Layer_Labeled_Resized 968.npy
1481,Original_Tiles_Resized 969.png,Layer_Labeled_Resized 969.npy
1482,Original_Tiles_Resized 97.png,Layer_Labeled_Resized 97.npy
1483,Original_Tiles_Resized 970.png,Layer_Labeled_Resized 970.npy
1484,Original_Tiles_Resized 971.png,Layer_Labeled_Resized 971.npy
1485,Original_Tiles_Resized 972.png,Layer_Labeled_Resized 972.npy
1486,Original_Tiles_Resized 973.png,Layer_Labeled_Resized 973.npy
1487,Original_Tiles_Resized 974.png,Layer_Labeled_Resized 974.npy
1488,Original_Tiles_Resized 975.png,Layer_Labeled_Resized 975.npy
1489,Original_Tiles_Resized 976.png,Layer_Labeled_Resized 976.npy
1490,Original_Tiles_Resized 977.png,Layer_Labeled_Resized 977.npy
1491,Original_Tiles_Resized 978.png,Layer_Labeled_Resized 978.npy
1492,Original_Tiles_Resized 979.png,Layer_Labeled_Resized 979.npy
1493,Original_Tiles_Resized 98.png,Layer_Labeled_Resized 98.npy
1494,Original_Tiles_Resized 980.png,Layer_Labeled_Resized 980.npy
1495,Original_Tiles_Resized 981.png,Layer_Labeled_Resized 981.npy
1496,Original_Tiles_Resized 982.png,Layer_Labeled_Resized 982.npy
1497,Original_Tiles_Resized 983.png,Layer_Labeled_Resized 983.npy
1498,Original_Tiles_Resized 984.png,Layer_Labeled_Resized 984.npy
1499,Original_Tiles_Resized 985.png,Layer_Labeled_Resized 985.npy
1500,Original_Tiles_Resized 986.png,Layer_Labeled_Resized 986.npy
1501,Original_Tiles_Resized 987.png,Layer_Labeled_Resized 987.npy
1502,Original_Tiles_Resized 988.png,Layer_Labeled_Resized 988.npy
1503,Original_Tiles_Resized 989.png,Layer_Labeled_Resized 989.npy
1504,Original_Tiles_Resized 99.png,Layer_Labeled_Resized 99.npy
1505,Original_Tiles_Resized 990.png,Layer_Labeled_Resized 990.npy
1506,Original_Tiles_Resized 991.png,Layer_Labeled_Resized 991.npy
1507,Original_Tiles_Resized 992.png,Layer_Labeled_Resized 992.npy
1508,Original_Tiles_Resized 993.png,Layer_Labeled_Resized 993.npy
1509,Original_Tiles_Resized 994.png,Layer_Labeled_Resized 994.npy
